Date,Description,Amount,Extended Details,Doing Business As,Parent Company,Street Address,"City, State Zip",Reference,Category
1/27/18,"POMODORO TRATTORIA 650000003808493 - LOS ANGELES, CA",105,"10156320180 3104459998
3104459998
TIP14.70
TIP0.00
TIP0.00
TIP0.00
 3104459998 
  TIP  $14.70 
 ",POMODORO TRATTORIA - PIZZERIA,,"1393 WESTWOOD BLVD
LOS ANGELES
CA","90024-4940
UNITED STATES",3.2018E+17,Restaurant-Restaurant
1/27/18,"RALPHS - LOS ANGELES, CA",38.06,"999999980288884373496
8884373496
GROCERY STORES
 8884373496 
  GROCERY STORES  
 ",RALPHS,,"10861 WEYBURN AVE STE 201
LOS ANGELES
CA","90024
UNITED STATES",3.2018E+17,Merchandise & Supplies-Groceries
1/27/18,"ZIPCAR.COM - BOSTON, MA",35.44,"5a6c8dd34b5 CAMBRIDGE
CAMBRIDGE
 CAMBRIDGE 
 ",Zipcar.com,,"35 THOMSON PL
-
BOSTON
MA","02210
UNITED STATES",3.2018E+17,Transportation-Auto Services
1/28/18,"EXXONMOBIL 9761 - CULVER CITY, CA",8.21,"00030060 323-937-3282
323-937-3282
GAS/SERVICES  $0.00
 323-937-3282 
  Description  
  GAS/SERVICES  
 ",EXXONMOBIL CAT OUTSIDE,,"CUST SVC 1 800 243-9966
-
KANSAS CITY
MO","64141
UNITED STATES",3.2018E+17,Transportation-Fuel
1/28/18,"HBOOKSELLER ST507 507 - CARSON, CA",8.83,"0011174 800-326-7711
800-326-7711
BOOKS/SUPPLIES/GIFT $0.00
 800-326-7711 
  Description  
  BOOKS/SUPPLIES/GIFT 
 ",HUDSON NEWS/LA,,"300 WORLD WAY
SUITE H
LOS ANGELES
CA","90045-5856
UNITED STATES",3.2018E+17,Merchandise & Supplies-Book Stores
1/28/18,"HERTZ CAR RENTAL - 800-654-4173, CA",33.51,"R/A# 192816643 800-654-4173
Location   Date
Rental :LOS ANGELES CA
Rental :
LOS ANGELES  Agreement Number :  192816643
Renter Name : PRASAD /VIKRAM
Charge Ref. Number :
    Location   Date  
  Rental:  LOS ANGELES CA 
  Return:  LOS ANGELES CA 
  Agreement Number:  192816643 
  Renter Name: PRASAD /VIKRAM 
 ",HERTZ RAC,,"14501 HERTZ QUAIL SPRINGS
-
OKLAHOMA CITY
OK","73134-2606
UNITED STATES",3.2018E+17,Travel-Vehicle Rental
1/28/18,"IKE'S SANDWICH PLA 542929805899002 - LOS ANGELES, CA",14.84,"24224438029 8319176844
8319176844
TIP2.26
TIP0.00
TIP0.00
TIP0.00
 8319176844 
  TIP  $2.26 
 ",IKE'S PLACE,,"1151 WESTWOOD BLVD
LOS ANGELES
CA","90024-3411
UNITED STATES",3.2018E+17,Restaurant-Restaurant
1/28/18,"PARKING CONCEPTS - LOS ANGELES, CA",16,"2132763444
2132763444
 2132763444 
 ",PARKING CONCEPTS L576,,"5905 WILSHIRE BLVD
LOS ANGELES
CA","90036
UNITED STATES",3.2018E+17,Transportation-Parking Charges
1/28/18,"PKG PS 1-6, 9, KEC 041399801324671 - SANTA MONICA, CA",3.1,"73011008028 DAVID.CARR@SMGOV.NET
DAVID.CARR@SMGOV.NET
 DAVID.CARR@SMGOV.NET 
 ",PKG PS 1-6 9 KEC,,"1717 4TH STREET STE 150
SANTA MONICA
CA","90401
UNITED STATES",3.2018E+17,Other-Government Services
1/29/18,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",7,"3546513 ESPRESSO BAR
ESPRESSO BAR
 ESPRESSO BAR 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.2018E+17,Restaurant-Bar & Café
1/29/18,"AplPay CMSVEND*CV BAY AREA VEND 000015303 - SAN JOSE, CA",0.6,"00201047802 7815015809
7815015809
FAST FOOD REST.  $0.60
 7815015809 
  Description   Price 
  FAST FOOD REST.   $0.60 
 ",BAY AREA VENDING,,"3870 CHARTER PARK DR
SAN JOSE
CA","95136-1388
UNITED STATES",3.2018E+17,Restaurant-Bar & Café
1/30/18,"AMAZON MKTPLACE PMTS - AMZN.COM/BILL, WA",28.99,"79SBDJ006TP BOOK STORES
BOOK STORES
 BOOK STORES 
 ",Amazon Marketplace,,"410 TERRY AVE N
-
SEATTLE
WA","98109
UNITED STATES",3.2018E+17,Merchandise & Supplies-Internet Purchase
1/30/18,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",7,"3559994 ESPRESSO BAR
ESPRESSO BAR
 ESPRESSO BAR 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.2018E+17,Restaurant-Bar & Café
1/30/18,"PUERTO ALEGRE 641110042406840 - SAN FRANCISCO, CA",15,"73011008031 (415)255-8201
(415)255-8201
 (415)255-8201 
 ",PUERTO ALEGRE RESTAURANT,,"546 VALENCIA ST
SAN FRANCISCO
CA","94110-1115
UNITED STATES",3.2018E+17,Restaurant-Restaurant
1/30/18,"UBER *TRIP 647W7 - HELP.UBER.COM, CA",6.99,"EXZKAXNM HELP.UBER.COM
HELP.UBER.COM
 HELP.UBER.COM 
 ",UBER,,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA","94103
UNITED STATES",3.2018E+17,Transportation-Taxis & Coach
1/31/18,"APPLE ONLINE STORE - CUPERTINO, CA",353.94,"W505740201A2488542547 48084-
2488542547 48084-
COM*PUTER/SOFTWARE
W505740201
6718772240
 2488542547 48084- 
  COM*PUTER/SOFTWARE  
  W505740201  
  6718772240  
 ",APPLE ONLINE STORE,,"12545 RIATA VISTA CIR
AUSTIN
TX","78727-6524
UNITED STATES",3.2018E+17,Merchandise & Supplies-Internet Purchase
1/31/18,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",7,"3577210 ESPRESSO BAR
ESPRESSO BAR
 ESPRESSO BAR 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.2018E+17,Restaurant-Bar & Café
1/31/18,"UBER *TRIP NMGJC - HELP.UBER.COM, CA",6.99,"MKBPRZXZ HELP.UBER.COM
HELP.UBER.COM
 HELP.UBER.COM 
 ",UBER,,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA","94103
UNITED STATES",3.2018E+17,Transportation-Taxis & Coach
2/1/18,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",7,"3592683 ESPRESSO BAR
ESPRESSO BAR
 ESPRESSO BAR 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.2018E+17,Restaurant-Bar & Café
2/1/18,"AplPay CMSVEND*CV BAY AREA VEND 000015303 - SAN JOSE, CA",1.35,"00201033245 4235268498
4235268498
FAST FOOD REST.  $1.35
 4235268498 
  Description   Price 
  FAST FOOD REST.   $1.35 
 ",BAY AREA VENDING,,"3870 CHARTER PARK DR
SAN JOSE
CA","95136-1388
UNITED STATES",3.2018E+17,Restaurant-Bar & Café
2/1/18,"UBER *SDSPR - HELP.UBER.COM, CA",15,"6NXWVJ67 HELP.UBER.COM
HELP.UBER.COM
 HELP.UBER.COM 
 ",UBER,,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA","94103
UNITED STATES",3.2018E+17,Transportation-Taxis & Coach
2/1/18,"UBER *TRIP YAOEX - HELP.UBER.COM, CA",7.99,"22M4F7NQ HELP.UBER.COM
HELP.UBER.COM
 HELP.UBER.COM 
 ",UBER,,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA","94103
UNITED STATES",3.2018E+17,Transportation-Taxis & Coach
2/2/18,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",7,"3606793 ESPRESSO BAR
ESPRESSO BAR
 ESPRESSO BAR 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.2018E+17,Restaurant-Bar & Café
2/2/18,"AplPay PHILZ COFFEE - Cupertino, CA",3.5,"VZGXN7 squareup.com/receipts
",PHILZ COFFEE,,#NAME?,"95014
UNITED STATES OF AMERICA (THE)",3.2018E+17,Restaurant-Restaurant
2/2/18,"UBER *TRIP 67WSR - HELP.UBER.COM, CA",7.99,"N3CCYKTK HELP.UBER.COM
HELP.UBER.COM
 HELP.UBER.COM 
 ",UBER,,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA","94103
UNITED STATES",3.2018E+17,Transportation-Taxis & Coach
2/2/18,"WWW.ITUNES.COM/BILL - CUPERTINO, CA",2.99,"MN9X4N59KDA DIRECT MKTG INTERNET
DIRECT MKTG INTERNET
 DIRECT MKTG INTERNET 
 ",WWW.ITUNES.COM/BILL,,"12545 RIATA VISTA CIRCLE
AUSTIN
TX","78727-5205
UNITED STATES",3.2018E+17,Merchandise & Supplies-Internet Purchase
2/3/18,"AplPay SAFEWAY STORE 0759 - SAN FRANCISCO, CA",126.27,"GROCERY STORE
GROCERY STORE
 GROCERY STORE 
 ",SAFEWAY,,"625 MONTEREY BLVD
SAN FRANCISCO
CA","94127
UNITED STATES",3.2018E+17,Merchandise & Supplies-Groceries
2/3/18,"SLICE HOUSE BY TONY GE 0000 - SAN FRANCISCO, CA",7,"0000010066 415-835-9888
415-835-9888
FOOD/BEVERAGE  $0.00
 415-835-9888 
  Description  
  FOOD/BEVERAGE  
 ",SLICE HOUSE,,"680 2ND ST
SAN FRANCISCO
CA","94107-2015
UNITED STATES",3.2018E+17,Restaurant-Restaurant
2/3/18,"UBER *TRIP AOMTN - HELP.UBER.COM, CA",7.99,"J3EPW7RT HELP.UBER.COM
HELP.UBER.COM
 HELP.UBER.COM 
 ",UBER,,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA","94103
UNITED STATES",3.2018E+17,Transportation-Taxis & Coach
2/3/18,"UBER *TRIP EAXKL - HELP.UBER.COM, CA",7.99,"M1WFBXZN HELP.UBER.COM
HELP.UBER.COM
 HELP.UBER.COM 
 ",UBER,,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA","94103
UNITED STATES",3.2018E+17,Transportation-Taxis & Coach
2/3/18,"UBER *TRIP M6HF3 - HELP.UBER.COM, CA",7.99,"RRMG371Y HELP.UBER.COM
HELP.UBER.COM
 HELP.UBER.COM 
 ",UBER,,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA","94103
UNITED STATES",3.2018E+17,Transportation-Taxis & Coach
2/4/18,"AplPay PHILZ COFFEE - San Francisco, CA",4.67,"JPGIL7 squareup.com/receipts
",PHILZ COFFEE,,"201 BERRY ST
SAN FRANCISCO
CA","94158
UNITED STATES OF AMERICA (THE)",3.2018E+17,Restaurant-Restaurant
2/4/18,"MYTHICAL MAIDS INC - BERKELEY, CA",119,"OPSNT_CGFYD 8043662261
8043662261
 8043662261 
 ",MYTHICAL MAIDS LLC,,"2024 DURANT AVENUE, UNIT 301
BERKELEY
CA","94704
UNITED STATES OF AMERICA (THE)",3.2018E+17,Business Services-Other Services
2/4/18,"UBER *TRIP 3MTIE - HELP.UBER.COM, CA",7.99,"BY2NKSZ3 HELP.UBER.COM
HELP.UBER.COM
 HELP.UBER.COM 
 ",UBER,,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA","94103
UNITED STATES",3.2018E+17,Transportation-Taxis & Coach
2/5/18,"APPLE ONLINE STORE - CUPERTINO, CA",190.21,"W587974155 2488542547 95014-
2488542547 95014-
COM*PUTER/SOFTWARE
W587974155
6720469223
 2488542547 95014- 
  COM*PUTER/SOFTWARE  
  W587974155  
  6720469223  
 ",APPLE ONLINE STORE,,"12545 RIATA VISTA CIR
AUSTIN
TX","78727-6524
UNITED STATES",3.2018E+17,Merchandise & Supplies-Internet Purchase
2/5/18,"AplPay APPLE WELLNESS CENTER - Cupertino, CA",10,"JPLWWJ squareup.com/receipts
squareup.com/receipts
 squareup.com/receipts 
 ",APPLE WELLNESS CENTER,,"20730 VALLEY GREEN DRIVE
CUPERTINO
CA","95014
UNITED STATES OF AMERICA (THE)",3.2018E+17,Business Services-Health Care Services
2/5/18,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",3,"589982 FAST FOOD RESTAURANT
FAST FOOD RESTAURANT
 FAST FOOD RESTAURANT 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.2018E+17,Restaurant-Bar & Café
2/5/18,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",3,"548122 FAST FOOD RESTAURANT
FAST FOOD RESTAURANT
 FAST FOOD RESTAURANT 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.2018E+17,Restaurant-Bar & Café
2/5/18,"GOOGLE *GOOGLE STORAGE - 855-836-3987, CA",1.99,"A07L4FF5 SELLER
SELLER
 SELLER 
 ",GOOGLE SERVICES,,"1600 AMPHITHEATRE PKWY
MOUNTAIN VIEW
CA","94043-1351
UNITED STATES",3.2018E+17,Business Services-Internet Services
2/5/18,ONLINE PAYMENT - THANK YOU,"-5,435.44",,,,,,3.2018E+17,
2/6/18,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",7,"3641259 ESPRESSO BAR
ESPRESSO BAR
 ESPRESSO BAR 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.2018E+17,Restaurant-Bar & Café
2/6/18,"UBER *2QWUI - HELP.UBER.COM, CA",7.99,"246VMQ2A HELP.UBER.COM
HELP.UBER.COM
 HELP.UBER.COM 
 ",UBER,,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA","94103
UNITED STATES",3.2018E+17,Transportation-Taxis & Coach
2/7/18,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",7,"3656421 ESPRESSO BAR
ESPRESSO BAR
 ESPRESSO BAR 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.2018E+17,Restaurant-Bar & Café
2/7/18,"UBER *TRIP UK4QG - HELP.UBER.COM, CA",7.99,"8TP7BQHB HELP.UBER.COM
HELP.UBER.COM
 HELP.UBER.COM 
 ",UBER,,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA","94103
UNITED STATES",3.2018E+17,Transportation-Taxis & Coach
2/8/18,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",7,"3674201 ESPRESSO BAR
ESPRESSO BAR
 ESPRESSO BAR 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.2018E+17,Restaurant-Bar & Café
2/8/18,"PATXIS PIZZA-PALO ALTO 00A5 - PALO ALTO, CA",63,"1634 650-473-1437
650-473-1437
FOOD/BEVERAGE  $0.00
 650-473-1437 
  Description  
  FOOD/BEVERAGE  
 ",PATXI'S CHICAGO PIZZA,,"441 EMERSON ST
PALO ALTO
CA","94301-1605
UNITED STATES",3.2018E+17,Restaurant-Restaurant
2/8/18,"SOUVLA - San Francisco, CA",31.19,"VZ4G3V squareup.com/receipts
squareup.com/receipts
 squareup.com/receipts 
 ",SOUVLA,,"531 DIVISADERO STREET
SAN FRANCISCO
CA","94117
UNITED STATES OF AMERICA (THE)",3.2018E+17,Restaurant-Restaurant
2/8/18,"UBER *TRIP DHQR4 - HELP.UBER.COM, CA",7.99,"E1X9JGDS HELP.UBER.COM
HELP.UBER.COM
 HELP.UBER.COM 
 ",UBER,,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA","94103
UNITED STATES",3.2018E+17,Transportation-Taxis & Coach
2/9/18,"AplPay APPLE STORE R824 R824 - CUPERTINO, CA",0.1,"82463201951 COMPUTER STORE
COMPUTER STORE
 COMPUTER STORE 
 ",APPLE R824 APPLE PARK,,"10600 N. TANTAU AVE
CUPERTINO
CA","95014
UNITED STATES",3.2018E+17,Merchandise & Supplies-Computer Supplies
2/9/18,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",7,"3690154 ESPRESSO BAR
ESPRESSO BAR
 ESPRESSO BAR 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.2018E+17,Restaurant-Bar & Café
2/9/18,"UBER *TRIP DCODU - HELP.UBER.COM, CA",6.94,"722DMCFQ HELP.UBER.COM
HELP.UBER.COM
 HELP.UBER.COM 
 ",UBER,,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA","94103
UNITED STATES",3.2018E+17,Transportation-Taxis & Coach
2/9/18,"UBER *TRIP M75JV - HELP.UBER.COM, CA",38.46,"EX8EHTFK HELP.UBER.COM
HELP.UBER.COM
 HELP.UBER.COM 
 ",UBER,,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA","94103
UNITED STATES",3.2018E+17,Transportation-Taxis & Coach
2/10/18,"AplPay COFFEEBAR SQUAW VALLEY - Olympic Valley, CA",18.39,"V2IMQH squareup.com/receipts
squareup.com/receipts
 squareup.com/receipts 
 ",G COFFEEBAR INC,,"1750 VILLAGE EAST RD. UNIT 61
OLYMPIC VALLEY
CA","96146
UNITED STATES OF AMERICA (THE)",3.2018E+17,Merchandise & Supplies-Groceries
2/10/18,"AplPay SAFEWAY STORE 1266 - TRUCKEE, CA",127.94,"GROCERY STORE
GROCERY STORE
 GROCERY STORE 
 ",SAFEWAY,,"11290 DONNER PASS RD
TRUCKEE
CA","96161
UNITED STATES",3.2018E+17,Merchandise & Supplies-Groceries
2/10/18,"UBER *TRIP FZGIN - HELP.UBER.COM, CA",16.87,"JGH5SEGE HELP.UBER.COM
HELP.UBER.COM
 HELP.UBER.COM 
 ",UBER,,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA","94103
UNITED STATES",3.2018E+17,Transportation-Taxis & Coach
2/11/18,"AplPay SAFEWAY STORE 0759 - SAN FRANCISCO, CA",42.95,"GROCERY STORE
GROCERY STORE
 GROCERY STORE 
 ",SAFEWAY,,"625 MONTEREY BLVD
SAN FRANCISCO
CA","94127
UNITED STATES",3.2018E+17,Merchandise & Supplies-Groceries
2/12/18,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",7,"3706252 ESPRESSO BAR
ESPRESSO BAR
 ESPRESSO BAR 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.2018E+17,Restaurant-Bar & Café
2/12/18,"AplPay CMSVEND*CV BAY AREA VEND 000015303 - SAN JOSE, CA",1.35,"00201033245 4235268498
4235268498
FAST FOOD REST.  $1.35
 4235268498 
  Description   Price 
  FAST FOOD REST.   $1.35 
 ",BAY AREA VENDING,,"3870 CHARTER PARK DR
SAN JOSE
CA","95136-1388
UNITED STATES",3.2018E+17,Restaurant-Bar & Café
2/13/18,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",7,"3722804 ESPRESSO BAR
ESPRESSO BAR
 ESPRESSO BAR 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.2018E+17,Restaurant-Bar & Café
2/13/18,"UBER *TRIP P5D7Y - HELP.UBER.COM, CA",7.99,"AN6ZRZQA HELP.UBER.COM
HELP.UBER.COM
 HELP.UBER.COM 
 ",UBER,,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA","94103
UNITED STATES",3.2018E+17,Transportation-Taxis & Coach
2/14/18,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",7,"3738942 ESPRESSO BAR
ESPRESSO BAR
 ESPRESSO BAR 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.2018E+17,Restaurant-Bar & Café
2/14/18,"UBER *TRIP ZC5B5 - HELP.UBER.COM, CA",7.99,"KSYE81R4 HELP.UBER.COM
HELP.UBER.COM
 HELP.UBER.COM 
 ",UBER,,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA","94103
UNITED STATES",3.2018E+17,Transportation-Taxis & Coach
2/14/18,"WWW.ITUNES.COM/BILL - CUPERTINO, CA",0.99,"MN9Y7BV02SA DIRECT MKTG INTERNET
DIRECT MKTG INTERNET
 DIRECT MKTG INTERNET 
 ",WWW.ITUNES.COM/BILL,,"12545 RIATA VISTA CIRCLE
AUSTIN
TX","78727-5205
UNITED STATES",3.2018E+17,Merchandise & Supplies-Internet Purchase
2/15/18,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",7,"3750277 ESPRESSO BAR
ESPRESSO BAR
 ESPRESSO BAR 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.2018E+17,Restaurant-Bar & Café
2/15/18,"AplPay SAFEWAY STORE 0759 - SAN FRANCISCO, CA",6.33,"GROCERY STORE
GROCERY STORE
 GROCERY STORE 
 ",SAFEWAY,,"625 MONTEREY BLVD
SAN FRANCISCO
CA","94127
UNITED STATES",3.2018E+17,Merchandise & Supplies-Groceries
2/15/18,SPOTIFY USA - NEW YORK,9.99,"P04F15503E DIRECT MKTG MISC
DIRECT MKTG MISC
 DIRECT MKTG MISC 
 ",SPOTIFY MUSIC SUBS USD RECURRING,,"4TH, 25 ARGYLL ST
LONDON","W1F 7TU
UNITED KINGDOM OF GB AND NI",3.2018E+17,Merchandise & Supplies-Music & Video
2/15/18,"UBER *YV5YM - HELP.UBER.COM, CA",7.99,"B593VBHB HELP.UBER.COM
HELP.UBER.COM
 HELP.UBER.COM 
 ",UBER,,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA","94103
UNITED STATES",3.2018E+17,Transportation-Taxis & Coach
2/16/18,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",7,"3770039 ESPRESSO BAR
ESPRESSO BAR
 ESPRESSO BAR 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.2018E+17,Restaurant-Bar & Café
2/16/18,"SAFEWAY STORE 0739 - SAN FRANCISCO, CA",4.14,"GROCERY STORE
GROCERY STORE
 GROCERY STORE 
 ",SAFEWAY,,"3350 MISSION ST
SAN FRANCISCO
CA","94110-5009
UNITED STATES",3.2018E+17,Merchandise & Supplies-Groceries
2/16/18,"UBER *TRIP UOA6T - HELP.UBER.COM, CA",7.99,"DC28388T HELP.UBER.COM
HELP.UBER.COM
 HELP.UBER.COM 
 ",UBER,,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA","94103
UNITED STATES",3.2018E+17,Transportation-Taxis & Coach
2/17/18,"THE CREPE HOUSE 3 084870017871235 - SAN FRANCISCO, CA",32.6,"73011008049 4152852423
4152852423
 4152852423 
 ",THE CREPE HOUSE 3,,"1132 VALENCIA ST
SAN FRANCISCO
CA","94110-3027
UNITED STATES",3.20181E+17,Restaurant-Restaurant
2/17/18,"UBER *TRIP 4JFWA - HELP.UBER.COM, CA",7.99,"NRMTKNFV HELP.UBER.COM
HELP.UBER.COM
 HELP.UBER.COM 
 ",UBER,,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA","94103
UNITED STATES",3.2018E+17,Transportation-Taxis & Coach
2/17/18,"UBER *TRIP TUHG3 - HELP.UBER.COM, CA",7.99,"HW6BKC4W HELP.UBER.COM
HELP.UBER.COM
 HELP.UBER.COM 
 ",UBER,,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA","94103
UNITED STATES",3.2018E+17,Transportation-Taxis & Coach
2/18/18,"A EAGLE OUTFTR023036 04100023036 - LIVERMORE, CA",72,"000301342 412-7764857
412-7764857
CLOTHING  $0.00
 412-7764857 
  Description  
  CLOTHING  
 ",PARAGON LVMRE OTLTS 2303,,"2668 PARAGON OTLTS DR
LIVEMORE
CA","94551
UNITED STATES OF AMERICA (THE)",3.20181E+17,Merchandise & Supplies-Clothing Stores
2/18/18,"ALAMO NEW MISSION REST 000000002 - SAN FRANCISCO, CA",20,"04000015993 5128617060
5128617060
REFER TO RECEIPT  $0.00
 5128617060 
  Description  
  REFER TO RECEIPT  
 ",ALAMO DRAFTHOUSE CINEMA,,"2550 MISSION ST
SAN FRANCISCO
CA","94110-2512
UNITED STATES",3.20181E+17,Restaurant-Bar & Café
2/18/18,"AplPay DOORDASH-TACO BELL - SAN FRANCISCO, CA",16.14,"OPSNT_CLMEO 6506819470
6506819470
 6506819470 
 ",DOORDASH.COM,,"901 MARKET STREET, 6TH FLOOR
SAN FRANCISCO
CA","94103
UNITED STATES OF AMERICA (THE)",3.20181E+17,Restaurant-Restaurant
2/18/18,"AplPay SAFEWAY STORE 0759 - SAN FRANCISCO, CA",44.5,"GROCERY STORE
GROCERY STORE
 GROCERY STORE 
 ",SAFEWAY,,"625 MONTEREY BLVD
SAN FRANCISCO
CA","94127
UNITED STATES",3.20181E+17,Merchandise & Supplies-Groceries
2/18/18,NIKE LIVERMORE 356 - LIVERMORE,98.7,"1MDRBJ6QVL5 SPORTING GOODS STORE
SPORTING GOODS STORE
 SPORTING GOODS STORE 
 ",NKE LIVERMRE FCTRYSTR317,,"3202 PARAGON OUTLETS DR
LIVERMORE
CA","94551-4203
UNITED STATES",3.2018E+17,Merchandise & Supplies-Sporting Goods Stores
2/18/18,NIKE LIVERMORE 356 - LIVERMORE,141.44,"1MDRBJQQUUT SPORTING GOODS STORE
SPORTING GOODS STORE
 SPORTING GOODS STORE 
 ",NKE LIVERMRE FCTRYSTR317,,"3202 PARAGON OUTLETS DR
LIVERMORE
CA","94551-4203
UNITED STATES",3.2018E+17,Merchandise & Supplies-Sporting Goods Stores
2/18/18,"POLO/RL LIVERMORE 173 173 - LIVERMORE, CA",32.76,"13890701 201-531-6000
201-531-6000
SPECIALTY RETAIL  $0.00
 201-531-6000 
  Description  
  SPECIALTY RETAIL  
 ",POLO FACTORY STORE,,"2690 PARAGON OUTLETS DR
LIVERMORE
CA","94551
UNITED STATES",3.20181E+17,Merchandise & Supplies-Clothing Stores
2/18/18,"UBER *TRIP GEWOS - HELP.UBER.COM, CA",7.99,"1RKH2ANH HELP.UBER.COM
HELP.UBER.COM
 HELP.UBER.COM 
 ",UBER,,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA","94103
UNITED STATES",3.2018E+17,Transportation-Taxis & Coach
2/18/18,"UBER *TRIP QKO4N - HELP.UBER.COM, CA",7.99,"G0TR3VQQ HELP.UBER.COM
HELP.UBER.COM
 HELP.UBER.COM 
 ",UBER,,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA","94103
UNITED STATES",3.2018E+17,Transportation-Taxis & Coach
2/19/18,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",7,"3785641 ESPRESSO BAR
ESPRESSO BAR
 ESPRESSO BAR 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.20181E+17,Restaurant-Bar & Café
2/19/18,"HLU*HULU 103121330-U - HULU.COM/BILL, CA",11.99,"SL:3:893450 HULU.COM/BILL
HULU.COM/BILL
 HULU.COM/BILL 
 ",HULU,,"2500 BROADWAY
SANTA MONICA
CA","90404-3065
UNITED STATES",3.20181E+17,Communications-Cable & Internet Comm
2/20/18,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",7,"3803290 ESPRESSO BAR
ESPRESSO BAR
 ESPRESSO BAR 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.20181E+17,Restaurant-Bar & Café
